server,scenario,conns,body_size,pipeline,run,ops_per_sec,server_cpu_pct,put_p50_us,put_p99_us,put_p999_us,reserve_p50_us,reserve_p99_us,reserve_p999_us,delete_p50_us,delete_p99_us,delete_p999_us,load_avg,idle_conns,delayed_tubes,server_mode,proxy_cpu_pct
ref,producers-consumers,10,4096,1,2,97808.1,96.8,98.0,199.2,7763.8,74.2,154.0,7612.3,77.0,157.3,7438.8,6.17,0,0,default,
rs,producers-consumers,10,4096,1,2,126825.0,178.3,72.6,159.2,1150.2,70.1,151.8,1144.0,70.8,155.8,1140.1,5.76,0,0,default,
ref,producers-consumers,10,4096,1,2,37149.0,59.1,267.8,463.4,7325.3,241.8,420.4,7176.8,240.4,426.1,7241.2,5.78,0,0,tls-default,371.6
rs,producers-consumers,10,4096,1,2,116964.8,187.6,79.0,186.2,1168.0,76.8,174.5,1154.9,75.5,178.5,1153.0,5.60,0,0,tls-default,
ref,producers-consumers,10,4096,1,3,127972.7,72.6,86.4,129.8,187.4,78.0,115.8,173.7,75.9,113.9,179.1,5.74,0,0,none,
rs,producers-consumers,10,4096,1,3,169622.2,147.7,56.8,113.6,175.5,56.8,114.0,173.3,55.7,112.6,171.5,5.31,0,0,none,
ref,producers-consumers,10,4096,1,3,36681.2,39.2,282.6,444.5,524.9,271.0,433.2,506.6,267.4,428.5,502.2,5.36,0,0,tls,450.4
rs,producers-consumers,10,4096,1,3,154788.9,166.3,62.7,125.8,179.8,63.0,126.3,174.0,59.6,122.4,175.4,5.59,0,0,tls,
ref,producers-consumers,10,4096,1,3,37815.7,40.2,273.7,423.8,484.2,262.8,412.8,476.7,257.7,405.7,467.3,5.87,0,0,mtls,443.7
rs,producers-consumers,10,4096,1,3,154448.2,164.8,62.8,126.4,182.0,63.1,127.7,181.2,59.7,122.6,177.4,6.28,0,0,mtls,
ref,producers-consumers,10,4096,1,3,98763.8,96.9,97.3,196.4,7717.1,73.4,150.8,7564.7,76.2,154.0,7458.9,5.86,0,0,default,
rs,producers-consumers,10,4096,1,3,126993.2,178.1,72.4,162.9,1160.8,69.9,154.2,1146.2,70.6,158.5,1157.9,5.42,0,0,default,
ref,producers-consumers,10,4096,1,3,37295.0,59.2,266.5,459.7,7324.7,241.0,419.2,7264.5,239.0,422.4,7159.3,5.74,0,0,tls-default,369.3
rs,producers-consumers,10,4096,1,3,117505.8,187.4,78.9,168.0,1168.2,77.0,162.3,1154.0,75.4,162.1,1168.0,6.40,0,0,tls-default,
ref,producers-consumers,100,16,1,1,191443.2,98.3,515.8,666.6,842.2,516.5,666.3,1000.6,515.6,664.8,818.0,7.00,0,0,none,
rs,producers-consumers,100,16,1,1,206708.6,202.1,477.5,637.3,823.0,478.1,639.4,821.9,477.1,636.1,796.6,6.53,0,0,none,
ref,producers-consumers,100,16,1,1,24412.5,22.1,1139.4,93835.1,124493.2,1169.8,90758.3,124866.8,1134.0,94004.2,124196.2,6.68,0,0,tls,881.4
rs,producers-consumers,100,16,1,1,199741.4,226.2,495.0,661.9,789.7,495.5,663.8,787.7,494.9,661.6,790.3,13.56,0,0,tls,
ref,producers-consumers,100,16,1,1,23835.6,22.0,925.1,92624.2,120927.0,940.4,91619.6,120870.3,942.0,92976.9,120863.2,13.04,0,0,mtls,900.1
rs,producers-consumers,100,16,1,1,199782.5,224.8,494.4,666.9,797.6,495.2,668.5,798.2,494.1,669.4,806.1,22.41,0,0,mtls,
ref,producers-consumers,100,16,1,1,118685.1,97.8,815.6,1344.7,6436.5,811.8,1332.8,6703.3,818.4,1362.1,4894.9,20.05,0,0,default,
rs,producers-consumers,100,16,1,1,188003.5,267.3,527.2,688.3,1568.7,526.3,686.2,1589.0,527.2,689.9,1550.5,18.69,0,0,default,
ref,producers-consumers,100,16,1,1,24971.8,39.4,771.6,103272.2,126225.2,744.1,108457.7,125873.8,765.8,102656.7,125927.8,16.91,0,0,tls-default,869.9
rs,producers-consumers,100,16,1,1,179236.4,289.3,552.6,731.5,1552.2,551.2,731.0,1628.2,552.2,731.2,1503.1,20.32,0,0,tls-default,
ref,producers-consumers,100,16,1,2,190935.1,98.4,514.0,683.0,1629.2,514.5,682.7,1638.3,513.7,681.8,1616.8,18.01,0,0,none,
rs,producers-consumers,100,16,1,2,207851.7,204.2,475.3,627.9,775.0,476.0,629.8,776.3,475.2,628.5,784.5,15.62,0,0,none,
ref,producers-consumers,100,16,1,2,24433.8,23.1,814.3,94381.8,127182.8,811.8,92860.4,126436.2,804.3,94928.8,126025.4,14.93,0,0,tls,891.6
rs,producers-consumers,100,16,1,2,199978.5,224.7,494.7,663.2,777.9,495.4,663.1,783.4,494.7,662.7,778.7,24.38,0,0,tls,
ref,producers-consumers,100,16,1,2,24643.2,22.6,938.8,82013.2,120148.8,1043.0,83073.8,118661.6,1031.3,81494.5,120194.9,21.56,0,0,mtls,886.2
rs,producers-consumers,100,16,1,2,200176.0,223.9,493.7,667.6,821.8,494.1,669.7,820.2,493.4,668.5,823.9,26.00,0,0,mtls,
ref,producers-consumers,100,16,1,2,121343.6,98.4,807.0,1110.9,1560.7,802.6,1110.5,1586.2,810.2,1113.0,1534.8,24.80,0,0,default,
rs,producers-consumers,100,16,1,2,184357.0,268.9,535.2,727.7,1608.0,534.3,727.0,1624.7,535.1,726.9,1586.7,21.61,0,0,default,
ref,producers-consumers,100,16,1,2,24602.6,38.5,861.6,107912.4,126483.8,784.5,110982.9,126971.2,798.6,106030.4,126480.6,19.58,0,0,tls-default,870.2
rs,producers-consumers,100,16,1,2,177217.9,288.8,555.5,784.2,1482.9,554.6,786.1,1573.9,555.2,785.1,1426.5,25.54,0,0,tls-default,
ref,producers-consumers,100,16,1,3,188878.7,98.2,517.5,739.4,1018.4,518.0,741.7,1041.1,517.2,737.5,1019.1,22.70,0,0,none,
rs,producers-consumers,100,16,1,3,202387.4,202.9,483.6,693.4,962.4,484.2,695.2,1063.8,483.4,691.9,921.8,19.68,0,0,none,
ref,producers-consumers,100,16,1,3,24495.3,23.1,1097.6,83412.7,122015.8,1156.1,83547.2,123893.5,1153.0,81838.2,120245.9,17.35,0,0,tls,836.6
rs,producers-consumers,100,16,1,3,182618.6,234.1,516.8,945.8,1775.4,517.6,947.8,1761.5,516.2,947.0,1761.9,22.51,0,0,tls,
ref,producers-consumers,100,16,1,3,24410.1,24.7,946.3,78845.2,126360.5,953.4,77258.6,124868.5,946.8,79739.1,124891.6,21.58,0,0,mtls,819.7
rs,producers-consumers,100,16,1,3,194341.6,229.2,504.2,723.0,941.2,505.0,724.0,924.2,504.2,723.3,928.4,29.86,0,0,mtls,
ref,producers-consumers,100,16,1,3,118207.0,97.9,819.8,1261.2,6363.0,816.8,1256.5,6363.2,821.9,1264.0,1824.2,26.42,0,0,default,
rs,producers-consumers,100,16,1,3,183987.9,268.9,535.3,753.2,1571.6,534.3,751.2,1581.3,535.2,753.0,1562.8,22.66,0,0,default,
ref,producers-consumers,100,16,1,3,24313.2,39.1,828.8,106745.8,124726.2,757.9,104443.8,124812.2,765.5,107488.3,124699.2,21.65,0,0,tls-default,864.8
rs,producers-consumers,100,16,1,3,175898.6,285.4,557.5,825.1,1938.2,556.5,827.1,2167.2,557.2,822.1,1877.5,30.08,0,0,tls-default,
ref,producers-consumers,100,4096,1,1,173043.3,98.1,694.9,930.9,1112.6,480.2,657.9,770.5,479.5,656.7,771.6,26.43,0,0,none,
rs,producers-consumers,100,4096,1,1,194260.1,235.6,504.7,716.3,970.6,504.9,714.8,1005.9,503.4,714.5,1103.2,24.63,0,0,none,
ref,producers-consumers,100,4096,1,1,23791.1,23.6,1326.2,81014.0,146953.0,1349.0,76871.7,124407.1,1362.2,73141.0,124337.6,23.80,0,0,tls,861.9
rs,producers-consumers,100,4096,1,1,180211.4,275.7,547.9,772.8,919.7,548.4,773.5,926.2,544.6,766.7,916.5,27.68,0,0,tls,
ref,producers-consumers,100,4096,1,1,24599.2,24.8,915.5,83642.2,121603.3,1009.6,72892.2,121676.2,1019.5,82456.9,121105.4,26.18,0,0,mtls,863.8
rs,producers-consumers,100,4096,1,1,176776.2,275.8,550.8,851.7,1882.5,551.5,852.8,1865.5,547.7,851.1,1889.4,28.38,0,0,mtls,
ref,producers-consumers,100,4096,1,1,99258.8,96.9,1051.3,8811.5,10140.1,708.4,8136.5,9500.1,711.8,8148.8,9536.4,25.76,0,0,default,
rs,producers-consumers,100,4096,1,1,163713.1,293.7,572.1,1597.9,2809.0,569.7,1596.6,2795.8,570.2,1598.3,2803.9,24.02,0,0,default,
ref,producers-consumers,100,4096,1,1,23502.4,45.2,1096.5,76467.6,125307.3,1181.3,74119.8,121804.0,1194.3,71807.8,122272.0,21.31,0,0,tls-default,831.0
rs,producers-consumers,100,4096,1,1,153503.0,319.0,613.8,1635.0,2514.3,612.8,1630.7,2600.0,609.8,1627.5,2376.7,25.70,0,0,tls-default,
ref,producers-consumers,100,4096,1,2,172037.6,98.3,700.2,940.7,1265.1,483.8,659.0,924.7,482.9,659.1,822.6,24.37,0,0,none,
rs,producers-consumers,100,4096,1,2,193406.5,236.5,504.4,749.8,973.2,504.4,749.5,1049.3,503.0,746.6,969.1,21.39,0,0,none,
ref,producers-consumers,100,4096,1,2,24187.7,24.6,1021.4,82449.8,127403.4,1137.5,82626.2,126600.7,1141.1,79514.2,124661.5,19.02,0,0,tls,864.1
rs,producers-consumers,100,4096,1,2,177790.6,272.8,548.8,832.0,1751.3,549.5,837.3,1703.8,545.5,826.0,1802.9,25.74,0,0,tls,
ref,producers-consumers,100,4096,1,2,23950.4,24.3,869.6,89061.7,126577.8,936.8,88933.2,126290.0,932.8,86078.8,126224.5,23.01,0,0,mtls,863.2
rs,producers-consumers,100,4096,1,2,179532.1,273.9,548.3,784.7,947.8,549.5,790.4,945.3,545.1,780.9,928.0,31.39,0,0,mtls,
ref,producers-consumers,100,4096,1,2,99862.7,97.0,1043.4,8605.2,9975.2,704.2,7948.1,9240.7,707.0,7975.1,9262.5,28.28,0,0,default,
rs,producers-consumers,100,4096,1,2,163929.9,291.9,573.5,1581.0,2189.4,571.4,1584.4,2274.8,571.9,1576.2,2167.6,26.33,0,0,default,
ref,producers-consumers,100,4096,1,2,23921.4,46.1,969.1,82197.4,120492.3,930.2,79098.1,118997.5,947.1,81372.5,119189.1,22.73,0,0,tls-default,828.9
rs,producers-consumers,100,4096,1,2,154145.2,321.6,613.0,1625.5,2476.1,611.8,1625.1,2536.1,608.8,1614.2,2450.2,29.96,0,0,tls-default,
ref,producers-consumers,100,4096,1,3,172757.0,98.3,696.2,953.8,1261.7,480.8,669.7,864.4,479.8,669.6,868.6,26.60,0,0,none,
rs,producers-consumers,100,4096,1,3,193038.5,239.3,506.0,744.4,999.8,506.1,743.1,1070.0,504.8,741.0,1004.6,22.96,0,0,none,
ref,producers-consumers,100,4096,1,3,24817.9,24.9,1250.7,72831.2,119846.7,1466.2,71312.9,120316.8,1464.8,71325.3,120024.0,22.16,0,0,tls,861.6
rs,producers-consumers,100,4096,1,3,177046.7,280.9,554.7,817.5,1006.2,555.4,820.9,1005.8,551.5,815.2,1001.2,21.65,0,0,tls,
ref,producers-consumers,100,4096,1,3,24212.1,24.0,1104.9,94039.9,124778.6,1333.0,92689.8,124546.8,1331.2,87876.2,124551.3,19.46,0,0,mtls,867.0
rs,producers-consumers,100,4096,1,3,180281.5,274.4,546.6,785.8,934.4,547.2,789.0,947.2,543.3,782.0,919.7,24.31,0,0,mtls,
ref,producers-consumers,100,4096,1,3,98797.5,97.1,1051.6,8893.2,9961.1,708.2,8205.5,9184.7,712.5,8194.5,9194.0,22.92,0,0,default,
rs,producers-consumers,100,4096,1,3,164287.5,294.0,571.8,1581.9,2229.6,569.8,1583.4,2439.4,570.2,1576.7,2162.3,20.40,0,0,default,
ref,producers-consumers,100,4096,1,3,24731.4,46.9,856.5,76431.2,148739.4,919.3,80838.2,127631.5,936.7,76580.1,125969.2,17.94,0,0,tls-default,826.3
rs,producers-consumers,100,4096,1,3,155437.2,322.8,610.2,1612.8,2406.0,608.8,1616.0,2473.2,606.5,1607.2,2354.1,24.91,0,0,tls-default,
