server,scenario,conns,body_size,pipeline,run,ops_per_sec,server_cpu_pct,put_p50_us,put_p99_us,put_p999_us,reserve_p50_us,reserve_p99_us,reserve_p999_us,delete_p50_us,delete_p99_us,delete_p999_us,load_avg,idle_conns,delayed_tubes,server_mode,proxy_cpu_pct,nodes,target_role,cluster_cpu_pct,node_cpu,resent_inputs,forward_rewinds,drop_node_proposals,refused_connections,rejected_puts,term_changes,leader_changes,isolated_after
rs,producers-consumers,100,4096,1,1,186798.8,232.1,520.7,806.9,1113.0,520.9,808.9,1178.6,519.7,804.4,1094.4,6.74,0,0,none,,,,,,,,,,,,,
rs,producers-consumers,100,4096,1,1,101081.9,194.7,967.5,1394.2,3398.0,969.9,1401.5,3366.7,966.6,1391.5,3412.6,6.39,0,0,cluster-leader,,3,leader,232.2,1:F:33.5;2:F:33.6;3:L*:165.1,0,0,0,0,0,0,0,0
rs,producers-consumers,100,4096,1,1,86413.9,170.3,1135.7,1680.1,3674.2,1137.0,1675.0,3687.1,1135.1,1679.6,3660.6,5.79,0,0,cluster-follower,,3,follower,243.0,1:F*:143.5;2:F:35.7;3:L:63.8,0,0,0,0,0,0,0,0
rs,producers-consumers,100,4096,1,2,185830.8,238.1,520.5,821.9,1122.5,520.3,821.4,1144.7,519.2,818.4,1142.3,6.31,0,0,none,,,,,,,,,,,,,
rs,producers-consumers,100,4096,1,2,99873.5,194.7,967.5,1484.1,3486.7,969.4,1484.0,3457.9,967.1,1486.0,3493.3,5.63,0,0,cluster-leader,,3,leader,231.1,1:F:33.3;2:F:32.9;3:L*:164.9,0,0,0,0,0,0,0,0
rs,producers-consumers,100,4096,1,2,68961.9,161.1,1297.8,3253.4,18306.9,1300.2,3190.5,18322.3,1296.2,3225.2,18616.6,6.19,0,0,cluster-follower,,3,follower,233.4,1:F*:137.8;2:F:34.3;3:L:61.3,0,0,0,0,0,0,0,0
rs,producers-consumers,100,4096,1,3,182626.1,241.1,526.5,859.5,1160.4,526.7,859.5,1186.4,525.0,856.8,1152.6,10.06,0,0,none,,,,,,,,,,,,,
rs,producers-consumers,100,4096,1,3,98177.1,200.4,996.5,1439.1,3441.4,998.6,1447.0,3529.5,995.6,1436.8,3403.1,9.17,0,0,cluster-leader,,3,leader,235.6,1:F:33.5;2:L*:168.4;3:F:33.7,0,0,0,0,0,0,0,0
rs,producers-consumers,100,4096,1,3,62080.2,156.4,1430.5,3998.6,18670.8,1432.1,3984.9,18708.4,1429.7,4032.3,18639.3,8.59,0,0,cluster-follower,,3,follower,230.1,1:F*:135.2;2:F:34.3;3:L:60.6,0,0,0,0,0,0,0,0
rs,producers-consumers,100,4096,1,4,178250.3,246.2,535.3,884.4,1263.5,535.5,883.9,1288.5,534.0,882.5,1275.0,9.26,0,0,none,,,,,,,,,,,,,
rs,producers-consumers,100,4096,1,4,101517.9,201.6,966.5,1384.6,3070.4,968.0,1395.5,3206.6,965.8,1378.8,2971.5,8.74,0,0,cluster-leader,,3,leader,232.5,1:F:33.8;2:F:33.8;3:L*:164.9,0,0,0,0,0,0,0,0
rs,producers-consumers,100,4096,1,4,85217.3,170.8,1148.8,1766.1,3637.0,1149.9,1768.3,3661.6,1149.1,1768.4,3675.7,9.61,0,0,cluster-follower,,3,follower,244.1,1:F*:144.1;2:F:36.1;3:L:63.9,0,0,0,0,0,0,0,0
rs,producers-consumers,100,4096,1,5,174978.4,247.6,541.5,911.6,1286.9,541.8,911.9,1306.8,540.1,906.8,1279.9,8.89,0,0,none,,,,,,,,,,,,,
rs,producers-consumers,100,4096,1,5,101721.2,196.5,963.0,1389.9,3138.0,965.1,1402.5,3204.2,962.0,1376.6,3083.3,8.84,0,0,cluster-leader,,3,leader,232.9,1:F:33.1;2:F:33.5;3:L*:166.3,0,0,0,0,0,0,0,0
rs,producers-consumers,100,4096,1,5,84074.0,171.3,1157.2,1811.5,3592.4,1158.5,1807.2,3596.1,1157.0,1798.6,3581.9,8.63,0,0,cluster-follower,,3,follower,243.2,1:F*:144.0;2:F:35.8;3:L:63.4,0,0,0,0,0,0,0,0
