server,scenario,conns,body_size,pipeline,run,ops_per_sec,server_cpu_pct,put_p50_us,put_p99_us,put_p999_us,reserve_p50_us,reserve_p99_us,reserve_p999_us,delete_p50_us,delete_p99_us,delete_p999_us,load_avg,idle_conns,delayed_tubes,server_mode,proxy_cpu_pct,nodes,target_role,cluster_cpu_pct,node_cpu,resent_inputs,forward_rewinds,drop_node_proposals,refused_connections,rejected_puts,term_changes,leader_changes,isolated_after
rs,producers-consumers,100,16,1,5,25048.3,93.7,3926.1,4978.5,10883.5,3916.4,4939.2,61984.8,3917.6,4990.0,10858.6,7.17,0,0,cluster-leader,,3,leader,98.2,1:F:7.4;2:F:7.6;3:L*:83.2,0,0,0,0,0,0,0,0
rs,producers-consumers,100,16,1,5,20944.9,42.2,4723.6,6126.3,6391.1,4712.8,6122.7,6424.7,4707.0,6123.3,6361.9,7.36,0,0,cluster-follower,,3,follower,77.9,1:F*:38.3;2:F:7.1;3:L:32.5,0,0,0,0,0,0,0,0
rs,producers-consumers,100,4096,1,1,154024.1,273.4,640.5,923.5,1194.1,640.9,922.4,1198.2,638.8,919.8,1222.7,7.22,0,0,none,,,,,,,,,,,,,
rs,producers-consumers,100,4096,1,1,16990.8,70.1,4228.8,26229.1,91317.5,4221.9,26347.7,91422.3,4213.3,26050.2,83004.7,7.01,0,0,cluster-leader,,3,leader,66.4,1:F:7.4;2:F:9.0;3:L*:50.0,66,2,0,0,0,2,1,0
rs,producers-consumers,100,4096,1,1,17600.0,40.4,5374.3,12145.7,43927.0,5375.9,12172.4,43935.5,5360.8,11661.5,43891.5,7.25,0,0,cluster-follower,,3,follower,82.7,1:F*:37.3;2:F:7.9;3:L:37.5,0,0,0,0,0,0,0,0
rs,producers-consumers,100,4096,1,2,157007.6,270.4,628.5,909.0,1338.3,628.5,908.5,1290.6,627.3,908.2,1353.4,6.75,0,0,none,,,,,,,,,,,,,
rs,producers-consumers,100,4096,1,2,20437.1,84.4,4088.9,19499.3,113490.2,4082.0,19261.4,177525.3,4067.4,16397.0,113369.2,6.70,0,0,cluster-leader,,3,leader,81.9,1:F:13.9;2:F:7.5;3:L*:60.5,50,1,0,0,0,1,1,0
rs,producers-consumers,100,4096,1,2,17646.5,40.1,5557.4,7134.7,90877.7,5551.7,7129.3,90856.1,5540.8,7122.9,90935.9,6.12,0,0,cluster-follower,,3,follower,83.5,1:F*:37.2;2:F:8.0;3:L:38.3,0,0,0,0,0,0,0,0
rs,producers-consumers,100,4096,1,3,159743.3,267.4,618.3,880.5,1146.0,618.1,877.5,1140.2,616.9,878.4,1197.2,6.17,0,0,none,,,,,,,,,,,,,
rs,producers-consumers,100,4096,1,3,19511.1,83.2,4221.7,23148.6,217116.1,4211.7,16539.8,126304.9,4207.0,9487.6,217252.8,6.51,0,0,cluster-leader,,3,leader,84.3,1:F:7.4;2:F:7.4;3:L*:69.5,0,0,0,0,0,0,0,0
rs,producers-consumers,100,4096,1,3,16817.2,36.9,5321.9,9732.8,149877.9,5314.7,9821.7,149737.5,5312.6,9660.5,149913.6,6.26,0,0,cluster-follower,,3,follower,77.0,1:F*:34.9;2:F:7.6;3:L:34.5,0,0,0,0,0,0,0,0
rs,producers-consumers,100,4096,1,4,153582.7,276.5,647.5,911.5,1169.0,647.5,911.6,1187.9,646.4,908.4,1171.5,6.08,0,0,none,,,,,,,,,,,,,
rs,producers-consumers,100,4096,1,4,21581.2,91.5,4197.4,13644.1,74749.0,4191.6,13751.6,74720.0,4180.5,13493.3,74772.3,6.90,0,0,cluster-leader,,3,leader,91.0,1:F:8.1;2:F:8.1;3:L*:74.8,0,0,0,0,0,0,0,0
rs,producers-consumers,100,4096,1,4,17963.5,39.9,5464.0,7775.1,33013.1,5454.7,7761.9,32844.7,5457.1,7768.1,33081.0,6.38,0,0,cluster-follower,,3,follower,84.2,1:F*:38.1;2:F:8.2;3:L:37.9,0,0,0,0,0,0,0,0
rs,producers-consumers,100,4096,1,5,156019.2,272.4,632.2,934.1,1275.9,631.7,938.8,1245.0,630.6,932.7,1296.3,6.18,0,0,none,,,,,,,,,,,,,
rs,producers-consumers,100,4096,1,5,20658.4,88.6,4247.5,13000.2,116244.0,4234.7,12442.6,84126.2,4228.3,12413.4,115884.2,7.02,0,0,cluster-leader,,3,leader,96.4,1:F:8.4;2:L*:79.6;3:F:8.4,0,0,0,0,0,0,0,0
rs,producers-consumers,100,4096,1,5,17794.0,38.8,5476.5,7346.3,118795.1,5472.0,7368.4,118735.2,5465.9,7327.6,118636.5,6.93,0,0,cluster-follower,,3,follower,81.6,1:F*:36.5;2:F:7.9;3:L:37.2,0,0,0,0,0,0,0,0
