server,scenario,conns,body_size,pipeline,run,ops_per_sec,server_cpu_pct,put_p50_us,put_p99_us,put_p999_us,reserve_p50_us,reserve_p99_us,reserve_p999_us,delete_p50_us,delete_p99_us,delete_p999_us,load_avg,idle_conns,delayed_tubes,server_mode,proxy_cpu_pct
ref,put-reserve-delete,100,16,1,5,160222.5,242.4,615.6,891.2,1075.5,615.9,890.3,1073.9,615.3,886.5,1070.9,13.75,0,0,none,
rs,put-reserve-delete,100,16,1,5,157538.8,242.1,620.8,934.8,1124.9,621.2,934.3,1132.4,620.2,936.1,1138.8,13.69,0,0,none,
ref,put-reserve-delete,100,16,1,6,159615.3,242.7,618.3,892.2,1029.0,618.8,891.8,1023.4,618.0,889.1,1016.5,12.41,0,0,none,
rs,put-reserve-delete,100,16,1,6,160990.4,241.4,609.2,891.0,1038.4,609.4,894.1,1076.2,608.8,888.7,1025.8,11.98,0,0,none,
ref,put-reserve-delete,100,16,1,7,161994.6,241.7,609.9,869.6,1006.4,610.4,870.2,1021.5,609.7,868.0,992.5,11.74,0,0,none,
rs,put-reserve-delete,100,16,1,7,164718.4,238.0,600.0,862.0,1126.1,600.6,862.9,1285.0,600.0,861.8,1134.4,11.84,0,0,none,
ref,put-reserve-delete,100,4096,1,1,154300.0,257.1,641.3,931.1,1213.9,641.2,936.1,1400.8,639.5,932.6,1302.3,11.37,0,0,none,
rs,put-reserve-delete,100,4096,1,1,154010.9,255.6,639.2,971.3,1488.4,639.2,972.3,1523.8,637.5,968.8,1539.0,11.10,0,0,none,
ref,put-reserve-delete,100,4096,1,2,157064.0,254.8,632.2,895.8,1143.9,631.9,895.2,1266.4,630.1,892.2,1277.2,10.85,0,0,none,
rs,put-reserve-delete,100,4096,1,2,157043.1,254.9,633.8,889.2,1043.0,633.5,889.4,1067.6,632.0,887.2,1062.1,10.95,0,0,none,
ref,put-reserve-delete,100,4096,1,3,156761.8,253.6,632.9,926.8,1440.6,632.4,928.2,1431.4,630.8,927.3,1482.6,10.47,0,0,none,
rs,put-reserve-delete,100,4096,1,3,160696.3,244.8,614.0,871.0,1148.3,614.0,875.5,1098.0,612.2,868.2,1089.7,10.19,0,0,none,
ref,put-reserve-delete,100,4096,1,4,157616.2,252.7,629.8,886.8,1007.6,629.7,886.9,999.8,628.2,884.5,1004.9,10.10,0,0,none,
rs,put-reserve-delete,100,4096,1,4,159454.3,249.3,619.8,893.8,1073.8,619.7,896.7,1094.9,617.8,892.9,1089.2,9.93,0,0,none,
ref,put-reserve-delete,100,4096,1,5,154536.5,245.0,624.0,1102.6,1847.8,623.5,1102.8,1776.6,622.1,1097.3,1831.5,10.01,0,0,none,
rs,put-reserve-delete,100,4096,1,5,154277.1,247.9,629.6,1042.5,1342.9,630.0,1042.8,1446.3,628.1,1037.8,1328.9,11.21,0,0,none,
ref,put-reserve-delete,100,4096,1,6,156981.9,247.0,625.6,986.9,1399.7,625.8,988.4,1424.0,624.2,988.4,1489.5,11.12,0,0,none,
rs,put-reserve-delete,100,4096,1,6,160415.7,246.5,617.1,920.4,1465.4,617.2,924.3,1522.1,615.5,917.6,1495.6,11.43,0,0,none,
ref,put-reserve-delete,100,4096,1,7,160872.4,246.5,615.2,883.5,1083.2,615.0,884.6,1080.2,613.4,880.5,1065.0,10.83,0,0,none,
rs,put-reserve-delete,100,4096,1,7,167890.7,242.5,584.8,902.8,1150.3,584.6,900.2,1121.0,583.0,896.7,1135.6,10.34,0,0,none,
ref,producers-consumers,10,16,1,1,143221.1,149.7,66.3,143.1,195.6,66.9,144.0,195.8,66.0,142.9,197.5,10.63,0,0,none,
rs,producers-consumers,10,16,1,1,143245.3,149.3,66.4,141.0,199.6,66.8,142.2,203.5,65.9,140.7,201.0,9.60,0,0,none,
ref,producers-consumers,10,16,1,2,145542.2,148.5,65.4,139.1,194.1,65.7,139.0,195.9,65.0,138.6,192.5,9.39,0,0,none,
rs,producers-consumers,10,16,1,2,146625.5,150.1,64.9,137.3,193.2,65.3,138.5,193.5,64.4,137.0,193.5,9.02,0,0,none,
ref,producers-consumers,10,16,1,3,145825.4,155.5,65.4,138.7,195.1,65.7,138.7,199.0,65.0,138.4,193.3,8.92,0,0,none,
rs,producers-consumers,10,16,1,3,146573.1,153.2,65.0,138.3,189.2,65.3,138.5,188.4,64.7,137.1,190.4,8.63,0,0,none,
ref,producers-consumers,10,16,1,4,145241.3,153.1,65.4,141.2,204.6,65.8,142.0,201.9,65.2,140.9,203.3,8.23,0,0,none,
rs,producers-consumers,10,16,1,4,145811.7,156.4,65.5,137.7,179.5,65.8,138.2,178.8,65.1,136.5,176.3,8.03,0,0,none,
ref,producers-consumers,10,16,1,5,146672.2,154.5,65.0,137.8,192.2,65.4,137.8,194.3,64.7,137.5,192.7,8.01,0,0,none,
rs,producers-consumers,10,16,1,5,146379.7,155.0,65.1,137.9,192.4,65.6,138.8,193.4,64.9,137.2,190.2,7.54,0,0,none,
ref,producers-consumers,10,16,1,6,144790.5,155.0,65.6,141.5,197.8,66.1,141.9,197.4,65.3,140.8,196.8,7.69,0,0,none,
rs,producers-consumers,10,16,1,6,144445.4,156.5,65.9,140.8,198.5,66.2,141.8,199.7,65.6,140.2,193.7,7.11,0,0,none,
ref,producers-consumers,10,16,1,7,146927.4,156.3,65.0,136.2,186.5,65.3,136.9,186.0,64.7,135.9,184.7,7.00,0,0,none,
rs,producers-consumers,10,16,1,7,147500.3,155.1,64.7,135.7,179.1,65.2,135.5,175.9,64.5,135.6,181.0,7.06,0,0,none,
ref,producers-consumers,10,4096,1,1,138282.7,165.0,69.3,147.2,195.8,69.1,146.3,194.9,67.8,144.2,192.7,7.05,0,0,none,
rs,producers-consumers,10,4096,1,1,141799.3,166.1,67.6,143.4,195.0,67.3,141.8,191.5,66.2,140.1,190.4,7.12,0,0,none,
ref,producers-consumers,10,4096,1,2,138017.0,171.3,69.6,146.4,198.5,69.2,145.2,195.3,68.0,144.1,195.2,6.86,0,0,none,
rs,producers-consumers,10,4096,1,2,137710.0,170.2,69.5,149.7,211.7,69.2,147.8,211.7,68.1,145.9,209.8,7.34,0,0,none,
ref,producers-consumers,10,4096,1,3,138348.7,167.7,69.5,145.2,195.5,69.2,144.4,193.3,67.9,142.8,193.4,7.61,0,0,none,
rs,producers-consumers,10,4096,1,3,138688.1,169.5,69.3,145.4,196.8,69.0,144.1,192.5,67.8,143.0,195.0,7.58,0,0,none,
ref,producers-consumers,10,4096,1,4,137846.0,168.9,69.6,147.5,200.1,69.4,145.9,198.0,68.0,144.8,195.7,7.49,0,0,none,
rs,producers-consumers,10,4096,1,4,99919.9,161.0,86.9,317.3,1406.2,86.1,315.1,1346.6,84.6,315.6,1364.7,7.38,0,0,none,
ref,producers-consumers,10,4096,1,5,139954.8,170.7,68.7,142.8,200.3,68.6,141.2,201.0,67.2,139.3,196.7,9.11,0,0,none,
rs,producers-consumers,10,4096,1,5,166715.7,147.4,57.5,121.4,186.8,57.3,121.0,182.2,56.4,119.5,186.2,8.41,0,0,none,
ref,producers-consumers,10,4096,1,6,111950.1,164.5,79.8,247.5,953.8,79.2,246.9,917.8,77.9,243.4,910.6,7.80,0,0,none,
rs,producers-consumers,10,4096,1,6,139488.4,168.7,68.8,145.8,199.8,68.5,144.6,198.5,67.4,143.0,194.8,10.48,0,0,none,
ref,producers-consumers,10,4096,1,7,137818.3,169.6,69.6,146.2,191.1,69.4,145.5,189.3,68.2,143.1,190.6,9.95,0,0,none,
rs,producers-consumers,10,4096,1,7,137618.1,169.1,69.7,148.1,198.6,69.5,146.4,198.1,68.2,145.3,193.6,9.17,0,0,none,
ref,producers-consumers,100,16,1,1,145040.1,220.5,646.4,1488.2,3812.8,647.1,1493.4,3797.1,646.0,1482.5,3838.0,8.29,0,0,none,
rs,producers-consumers,100,16,1,1,161892.4,239.7,606.7,903.4,1282.4,607.6,904.8,1242.0,606.5,902.1,1349.6,8.51,0,0,none,
ref,producers-consumers,100,16,1,2,152352.5,228.7,623.2,1359.2,3143.3,624.1,1355.2,3029.9,622.8,1362.3,3262.0,10.73,0,0,none,
rs,producers-consumers,100,16,1,2,161141.5,240.6,610.0,899.4,1404.4,611.0,899.2,1379.9,609.5,897.1,1349.5,13.59,0,0,none,
ref,producers-consumers,100,16,1,3,166009.3,236.2,595.7,857.4,1295.4,596.5,858.2,1347.3,595.5,857.4,1218.4,13.19,0,0,none,
rs,producers-consumers,100,16,1,3,163157.6,241.3,604.5,885.4,1201.5,605.9,888.5,1211.0,604.2,887.0,1214.3,12.73,0,0,none,
ref,producers-consumers,100,16,1,4,164317.7,235.8,599.5,883.0,1127.3,600.2,883.3,1144.8,599.3,884.1,1156.8,12.51,0,0,none,
rs,producers-consumers,100,16,1,4,163170.8,241.3,604.0,886.8,1447.8,604.8,891.5,1381.7,603.8,887.3,1450.3,12.37,0,0,none,
ref,producers-consumers,100,16,1,5,165031.8,237.0,596.8,876.2,1110.1,597.6,878.8,1100.2,596.3,875.0,1138.0,12.15,0,0,none,
rs,producers-consumers,100,16,1,5,161908.9,240.6,607.7,898.8,1407.2,608.2,898.7,1352.5,607.2,901.0,1317.1,10.95,0,0,none,
ref,producers-consumers,100,16,1,6,162364.6,238.7,605.3,916.6,1371.9,606.4,918.6,1371.5,605.2,917.1,1359.5,10.96,0,0,none,
rs,producers-consumers,100,16,1,6,195647.4,209.3,491.4,789.9,1454.0,492.0,792.8,1418.7,491.2,787.7,1461.2,10.97,0,0,none,
ref,producers-consumers,100,16,1,7,168229.3,203.4,520.5,1464.6,3426.1,521.2,1455.5,3413.0,520.5,1458.4,3598.8,10.97,0,0,none,
rs,producers-consumers,100,16,1,7,197996.8,203.7,486.9,855.8,1374.0,487.5,858.3,1312.6,486.5,854.1,1400.4,14.16,0,0,none,
ref,producers-consumers,100,4096,1,1,196090.1,230.3,501.2,714.3,1168.3,501.1,714.2,1223.0,500.1,714.2,1149.8,13.83,0,0,none,
rs,producers-consumers,100,4096,1,1,189900.7,239.0,512.6,751.8,1368.7,513.1,748.9,1284.5,511.7,750.5,1337.1,12.54,0,0,none,
ref,producers-consumers,100,4096,1,2,187362.7,238.0,515.3,834.7,1264.6,515.7,837.4,1291.3,514.1,831.8,1225.4,11.38,0,0,none,
rs,producers-consumers,100,4096,1,2,183765.1,243.8,521.5,854.5,1199.0,521.5,852.5,1180.8,520.5,853.9,1194.4,11.36,0,0,none,
ref,producers-consumers,100,4096,1,3,184939.7,242.1,520.2,828.6,1077.2,520.3,828.9,1122.0,518.9,826.4,1073.0,10.77,0,0,none,
rs,producers-consumers,100,4096,1,3,190429.9,235.9,513.0,740.3,1483.3,513.1,742.0,1485.5,511.8,739.5,1456.6,10.03,0,0,none,
ref,producers-consumers,100,4096,1,4,190942.4,233.8,513.0,730.9,952.2,513.0,731.2,1031.7,511.9,727.8,948.0,9.71,0,0,none,
rs,producers-consumers,100,4096,1,4,191414.0,237.1,511.6,732.6,1060.0,512.0,732.4,1249.7,510.4,729.1,973.3,9.02,0,0,none,
ref,producers-consumers,100,4096,1,5,160880.5,235.0,550.8,1399.5,3484.7,551.2,1406.4,3652.8,549.7,1388.7,3252.3,8.94,0,0,none,
rs,producers-consumers,100,4096,1,5,192254.6,236.6,510.9,715.7,1002.6,511.1,715.2,999.8,509.5,714.8,1365.0,9.15,0,0,none,
ref,producers-consumers,100,4096,1,6,147084.6,238.2,615.2,1654.2,4396.0,615.5,1653.9,4457.6,614.1,1648.6,4228.9,9.06,0,0,none,
rs,producers-consumers,100,4096,1,6,192508.0,233.8,509.2,719.1,914.1,509.5,720.4,963.6,508.0,715.7,905.9,8.41,0,0,none,
ref,producers-consumers,100,4096,1,7,192058.5,232.6,510.0,730.7,955.9,510.2,732.0,1005.0,509.0,728.8,942.7,7.95,0,0,none,
rs,producers-consumers,100,4096,1,7,189216.4,235.1,514.2,776.3,1082.8,514.5,775.6,1100.9,513.0,773.6,1068.6,7.87,0,0,none,
